date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2016-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,17:13:00,9.08,8.13,17.22,,,-14,-14,-23,-22,,,,,,,,,,,,,
2016-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:09:00,17:12:00,9.05,8.15,17.2,,,-13,-13,-21,-19,,,,,,,,,,,,,
2016-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:00,17:11:00,9.02,8.17,17.18,,,-12,-12,-21,-19,,,,,,,,,,,,,
2016-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:00,17:09:00,8.98,8.17,17.15,,,-7,-7,-15,-15,,,,,,,,,,,,,
2016-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:11:00,17:08:00,8.95,8.18,17.13,,,-10,-10,-15,-12,,,,,,,,,,,,,
2016-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:11:00,17:07:00,8.93,8.18,17.12,,,-12,-12,-20,-17,,,,,,,,,,,,,
2016-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:12:00,17:06:00,8.9,8.2,17.1,,,-10,-10,-22,-22,,,,,,,,,,,,,
2016-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:12:00,17:04:00,8.87,8.2,17.07,,,-10,-10,-15,-14,,,,,,,,,,,,,
2016-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,17:03:00,8.83,8.22,17.05,,,-9,-7,-18,-17,,,,,,,,,,,,,
2016-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,17:02:00,8.82,8.22,17.03,,,2,2,-4,-4,,,,,,,,,,,,,
2016-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,17:01:00,8.8,8.22,17.02,,,0,0,0,0,,,,,,,,,,,,,
2016-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,17:00:00,8.77,8.23,17,,,0,0,-3,-3,,,,,,,,,,,,,
2016-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:59:00,8.75,8.23,16.98,,,-1,-1,-3,-3,,,,,,,,,,,,,
2016-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:58:00,8.73,8.23,16.97,,,-3,-3,-4,-4,,,,,,,,,,,,,
2016-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:57:00,8.72,8.23,16.95,,,-14,-14,-16,-16,,,,,,,,,,,,,
2016-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:56:00,8.7,8.23,16.93,,,-12,-11,-23,-23,,,,,,,,,,,,,
2016-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:55:00,8.68,8.23,16.92,,,-1,-1,-10,-10,,,,,,,,,,,,,
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:54:00,8.67,8.23,16.9,,,-3,-3,-8,-8,,,,,,,,,,,,,
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:53:00,8.65,8.23,16.88,,,-2,-2,-7,-7,,,,,,,,,,,,,
2015-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:52:00,8.63,8.23,16.87,,,-6,-6,-11,-10,,,,,,,,,,,,,
2015-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:51:00,8.62,8.23,16.85,,,-7,-7,-10,-10,,,,,,,,,,,,,
2015-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:14:00,16:51:00,8.62,8.23,16.85,,,-10,-9,-11,-11,,,,,,,,,,,,,
2015-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,16:50:00,8.62,8.22,16.83,,,-3,-3,-17,-17,,,,,,,,,,,,,
2015-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,16:49:00,8.6,8.22,16.82,,,-1,-1,-6,-5,,,,,,,,,,,,,
2015-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,16:49:00,8.6,8.22,16.82,,,1,2,-8,-5,,,,,,,,,,,,,
2015-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:12:00,16:48:00,8.6,8.2,16.8,,,0,3,-6,-6,,,,,,,,,,,,,
2015-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:12:00,16:47:00,8.58,8.2,16.78,,,10,10,6,6,,,,,,,,,,,,,
2015-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:11:00,16:47:00,8.6,8.18,16.78,,,1,1,0,0,,,,,,,,,,,,,
2015-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:11:00,16:46:00,8.58,8.18,16.77,,,2,2,-6,-3,,,,,,,,,,,,,
2015-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:00,16:46:00,8.6,8.17,16.77,,,0,0,1,1,,,,,,,,,,,,,
2015-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:00,16:46:00,8.6,8.17,16.77,,,-4,-4,-8,-8,,,,,,,,,,,,,
2015-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:09:00,16:45:00,8.6,8.15,16.75,,,-3,-2,-8,-8,,,,,,,,,,,,,
2015-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,16:45:00,8.62,8.13,16.75,,,1,1,-7,-7,,,,,,,,,,,,,
2015-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,16:45:00,8.62,8.13,16.75,,,0,0,-9,1,,,,,,,,,,,,,
2015-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:00,16:45:00,8.63,8.12,16.75,,,0,0,-9,-1,,,,,,,,,,,,,
2015-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:06:00,16:44:00,8.63,8.1,16.73,,,10,10,-1,-1,,,,,,,,,,,,,
2015-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:05:00,16:44:00,8.65,8.08,16.73,,,2,2,5,5,,,,,,,,,,,,,
2015-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:00,16:44:00,8.67,8.07,16.73,,,2,2,-2,-2,,,,,,,,,,,,,
2015-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:00,16:44:00,8.67,8.07,16.73,,,4,4,-2,-2,,,,,,,,,,,,,
2015-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:03:00,16:44:00,8.68,8.05,16.73,,,7,7,4,4,,,,,,,,,,,,,
2015-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:02:00,16:44:00,8.7,8.03,16.73,,,5,5,3,3,,,,,,,,,,,,,
2015-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:01:00,16:44:00,8.72,8.02,16.73,,,4,4,3,3,,,,,,,,,,,,,
2015-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,16:45:00,8.75,8,16.75,,,3,3,-2,0,,,,,,,,,,,,,
2015-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:59:00,16:45:00,8.77,7.98,16.75,,,5,6,-4,-4,,,,,,,,,,,,,
2015-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:57:00,16:45:00,8.8,7.95,16.75,,,7,7,0,0,,,,,,,,,,,,,
2015-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:56:00,16:45:00,8.82,7.93,16.75,,,5,5,1,1,,,,,,,,,,,,,
2015-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:55:00,16:46:00,8.85,7.92,16.77,,,0,1,0,0,,,,,,,,,,,,,
2015-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:54:00,16:46:00,8.87,7.9,16.77,,,4,4,-4,-3,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:53:00,16:46:00,8.88,7.88,16.77,,,4,4,-2,1,,,,,,,,,,,,,
2015-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:52:00,16:47:00,8.92,7.87,16.78,,,2,2,-4,-2,,,,,,,,,,,,,
2015-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:50:00,16:47:00,8.95,7.83,16.78,,,1,1,-9,-9,,,,,,,,,,,,,
2015-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:49:00,16:48:00,8.98,7.82,16.8,,,0,0,-7,-7,,,,,,,,,,,,,
2015-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:48:00,16:49:00,9.02,7.8,16.82,,,-5,-4,-12,-12,,,,,,,,,,,,,
2015-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:47:00,16:49:00,9.03,7.78,16.82,,,7,7,-5,-5,,,,,,,,,,,,,
2015-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:45:00,16:50:00,9.08,7.75,16.83,,,6,6,5,6,,,,,,,,,,,,,
2015-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:44:00,16:51:00,9.12,7.73,16.85,,,1,2,-4,-4,,,,,,,,,,,,,
2015-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:43:00,16:51:00,9.13,7.72,16.85,,,-1,-1,-6,-6,,,,,,,,,,,,,
2015-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:41:00,16:52:00,9.18,7.68,16.87,,,-3,-3,-8,-6,,,,,,,,,,,,,
2015-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:40:00,16:53:00,9.22,7.67,16.88,,,0,0,-6,-6,,,,,,,,,,,,,
2015-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:39:00,16:54:00,9.25,7.65,16.9,,,0,0,-5,-4,,,,,,,,,,,,,
2015-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:37:00,16:55:00,9.3,7.62,16.92,,,7,8,-3,-3,,,,,,,,,,,,,
2015-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:36:00,16:56:00,9.33,7.6,16.93,,,11,11,8,8,,,,,,,,,,,,,
2015-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:34:00,16:57:00,9.38,7.57,16.95,,,8,8,6,7,,,,,,,,,,,,,
2015-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:33:00,16:58:00,9.42,7.55,16.97,,,6,7,-1,3,,,,,,,,,,,,,
2015-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:31:00,16:59:00,9.47,7.52,16.98,,,8,8,-2,-2,,,,,,,,,,,,,
2015-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30:00,17:00:00,9.5,7.5,17,,,5,5,2,2,,,,,,,,,,,,,
2015-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29:00,17:01:00,9.53,7.48,17.02,,,2,2,-6,-3,,,,,,,,,,,,,
2015-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27:00,17:02:00,9.58,7.45,17.03,,,8,8,2,2,,,,,,,,,,,,,
2015-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:26:00,17:04:00,9.63,7.43,17.07,,,10,10,6,6,,,,,,,,,,,,,
2015-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:24:00,17:05:00,9.68,7.4,17.08,,,10,10,-1,0,,,,,,,,,,,,,
2015-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:23:00,17:06:00,9.72,7.38,17.1,,,10,11,-1,0,,,,,,,,,,,,,
2015-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21:00,17:07:00,9.77,7.35,17.12,,,7,7,3,3,,,,,,,,,,,,,
2015-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:20:00,17:09:00,9.82,7.33,17.15,,,5,6,-2,-1,,,,,,,,,,,,,
2015-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:18:00,17:10:00,9.87,7.3,17.17,,,9,10,2,2,,,,,,,,,,,,,
2015-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:17:00,17:11:00,9.9,7.28,17.18,,,16,16,11,11,,,,,,,,,,,,,
2015-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:16:00,17:13:00,9.95,7.27,17.22,,,15,15,10,10,,,,,,,,,,,,,
2015-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:14:00,17:14:00,10,7.23,17.23,,,12,12,7,7,,,,,,,,,,,,,
2015-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:13:00,17:16:00,10.05,7.22,17.27,,,11,11,4,4,,,,,,,,,,,,,
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:11:00,17:17:00,10.1,7.18,17.28,,,11,11,3,5,,,,,,,,,,,,,
2015-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:00,18:19:00,10.15,8.17,18.32,,,8,8,6,6,,,,,,,,,,,,,
2015-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,18:20:00,10.2,8.13,18.33,,,5,5,3,3,,,,,,,,,,,,,
2015-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:00,18:22:00,10.25,8.12,18.37,,,7,7,-2,-2,,,,,,,,,,,,,
2015-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:05:00,18:23:00,10.3,8.08,18.38,,,12,12,4,4,,,,,,,,,,,,,
2015-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:00,18:25:00,10.35,8.07,18.42,,,11,11,6,6,,,,,,,,,,,,,
2015-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:03:00,18:27:00,10.4,8.05,18.45,,,7,7,1,2,,,,,,,,,,,,,
2015-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:01:00,18:28:00,10.45,8.02,18.47,,,6,6,-4,-4,,,,,,,,,,,,,
2015-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,18:30:00,10.5,8,18.5,,,14,14,1,1,,,,,,,,,,,,,
2015-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:58:00,18:32:00,10.57,7.97,18.53,3,3,7,7,4,4,,,,,,,,,,,,,
2015-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:57:00,18:33:00,10.6,7.95,18.55,,,7,7,-4,-4,,,,,,,,,,,,,
2015-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:55:00,18:35:00,10.67,7.92,18.58,,,11,11,5,5,,,,,,,,,,,,,
2015-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:54:00,18:37:00,10.72,7.9,18.62,3,3,11,11,1,4,,,,,,,,,,,,,
2015-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:53:00,18:39:00,10.77,7.88,18.65,3,3,12,12,4,4,,,,,,,,,,,,,
2015-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:51:00,18:40:00,10.82,7.85,18.67,3,3,4,4,1,1,,,,,,,,,,,,,
2015-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:50:00,18:42:00,10.87,7.83,18.7,,,4,4,-5,-4,,,,,,,,,,,,,
2015-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:49:00,18:44:00,10.92,7.82,18.73,,,4,4,-4,-4,,,,,,,,,,,,,
2015-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:47:00,18:46:00,10.98,7.78,18.77,,,12,12,2,2,,,,,,,,,,,,,
2015-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:46:00,18:48:00,11.03,7.77,18.8,3,3,10,10,4,4,,,,,,,,,,,,,
2015-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:44:00,18:49:00,11.08,7.73,18.82,,,13,13,0,0,,,,,,,,,,,,,
2015-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:43:00,18:51:00,11.13,7.72,18.85,,,18,18,9,9,,,,,,,,,,,,,
2015-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:42:00,18:53:00,11.18,7.7,18.88,4,4,19,19,13,14,,,,,,,,,,,,,
2015-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:40:00,18:55:00,11.25,7.67,18.92,3,3,14,14,10,10,,,,,,,,,,,,,
2015-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:39:00,18:57:00,11.3,7.65,18.95,3,3,12,12,0,1,,,,,,,,,,,,,
2015-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:38:00,18:59:00,11.35,7.63,18.98,,,12,12,6,6,,,,,,,,,,,,,
2015-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:36:00,19:01:00,11.42,7.6,19.02,3,4,12,13,1,1,,,,,,,,,,,,,
2015-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:35:00,19:03:00,11.47,7.58,19.05,3,3,16,16,5,5,,,,,,,,,,,,,
2015-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:34:00,19:05:00,11.52,7.57,19.08,3,3,15,16,4,4,,,,,,,,,,,,,
2015-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:32:00,19:06:00,11.57,7.53,19.1,3,4,11,11,3,4,,,,,,,,,,,,,
2015-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:31:00,19:08:00,11.62,7.52,19.13,3,3,11,11,3,5,,,,,,,,,,,,,
2015-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30:00,19:10:00,11.67,7.5,19.17,4,4,12,12,1,1,,,,,,,,,,,,,
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:28:00,19:12:00,11.73,7.47,19.2,3,4,12,12,1,1,,,,,,,,,,,,,
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:27:00,19:14:00,11.78,7.45,19.23,4,4,14,14,1,1,,,,,,,,,,,,,
2015-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:26:00,19:16:00,11.83,7.43,19.27,4,4,16,16,3,3,,,,,,,,,,,,,
2015-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:24:00,19:18:00,11.9,7.4,19.3,3,3,23,23,9,9,,,,,,,,,,,,,
2015-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:23:00,19:20:00,11.95,7.38,19.33,4,4,21,21,16,16,,,,,,,,,,,,,
2015-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22:00,19:22:00,12,7.37,19.37,4,4,20,20,12,12,,,,,,,,,,,,,
2015-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21:00,19:24:00,12.05,7.35,19.4,3,3,18,19,8,9,,,,,,,,,,,,,
2015-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:19:00,19:26:00,12.12,7.32,19.43,4,4,19,19,10,10,,,,,,,,,,,,,
2015-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:18:00,19:28:00,12.17,7.3,19.47,4,5,22,22,10,11,,,,,,,,,,,,,
2015-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:17:00,19:30:00,12.22,7.28,19.5,5,5,21,21,9,9,,,,,,,,,,,,,
2015-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15:00,19:32:00,12.28,7.25,19.53,5,5,21,21,11,11,,,,,,,,,,,,,
2015-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:14:00,19:34:00,12.33,7.23,19.57,5,5,21,21,9,10,,,,,,,,,,,,,
2015-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:13:00,19:36:00,12.38,7.22,19.6,,,13,14,7,7,,,,,,,,,,,,,
2015-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:12:00,19:38:00,12.43,7.2,19.63,4,4,22,22,14,14,,,,,,,,,,,,,
2015-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:10:00,19:40:00,12.5,7.17,19.67,5,5,26,26,17,17,,,,,,,,,,,,,
2015-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:09:00,19:42:00,12.55,7.15,19.7,5,5,25,25,16,16,,,,,,,,,,,,,
2015-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:08:00,19:44:00,12.6,7.13,19.73,5,5,25,25,14,14,,,,,,,,,,,,,
2015-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:06:00,19:46:00,12.67,7.1,19.77,5,5,22,22,12,12,,,,,,,,,,,,,
2015-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:05:00,19:48:00,12.72,7.08,19.8,5,5,19,19,10,10,,,,,,,,,,,,,
2015-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:04:00,19:50:00,12.77,7.07,19.83,4,4,15,15,3,3,,,,,,,,,,,,,
2015-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03:00,19:52:00,12.82,7.05,19.87,4,5,15,15,4,4,,,,,,,,,,,,,
2015-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:01:00,19:54:00,12.88,7.02,19.9,3,4,19,19,8,8,,,,,,,,,,,,,
2015-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,19:56:00,12.93,7,19.93,5,5,22,22,12,14,,,,,,,,,,,,,
2015-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:59:00,19:58:00,12.98,6.98,19.97,4,4,23,23,14,14,,,,,,,,,,,,,
2015-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58:00,20:00:00,13.03,6.97,20,4,4,24,24,16,16,,,,,,,,,,,,,
